0.ID,1.filename,2.icon,3.name,4.hiraname,5.age,6.sex,7.job,8.color,9.hp,10.mp,11.san,12.db,13.str,14.con,15.pow,16.dex,17.app,18.siz,19.int,20.edu,21.skill,22.setting,23.scenario,24.driverCom,25.managerCom,26.bossCom,27.spiritualCom,28.warcrimCom,29.creatorCom,30.maker,31.height
27,Pileesh.html,,ピリーシュ,ぴりーしゅ,？,女,天使,#D7F4C3,✕,✕,✕,✕,✕,✕,✕,✕,✕,✕,✕,✕,✕,自由に適当に喋ってる$お話メイン、たまに体を動かす$vtuber$初めて2か月、登録者40人$$名前の由来：フィリシュタ（ペルシア語: فرشته‎から、天使という意味）,エモクロア　夢見の妖精,自由人,楽しい,,,,このビジュアルで人間学の話とかしてるのが好き,https://picrew.me/image_maker/84797,
28,Enomoto_Yuzuki.html,https://lh3.googleusercontent.com/541iN6RmK7sxHy2AbkKuCrHyycB0OeLTa5AJ1KXmYt-IKWi9SlTG00X1z09IkDtSbgv0iA-38Mmpywvs40Qr5QXeU1_ZQY5sdhnCEQ=w360-h620-rw-sm-pa-nu-v0,榎本佑月,えのもと ゆづき,20,女,大学2年生,#FEEDFD,12/12,11/11,9/55,1d4,12,11,11,13,12,13,16,13,ccb<={SAN}　　SANチェック$ccb<=55　　幸運$ccb<=80　　アイデア$ccb<=65　　知識$ccb<=70　　目星$ccb<=75　　聞き耳$ccb<=65　　図書館$ccb<=46　　回避$ccb<=25　　MA$ccb<=50　　応急手当$ccb<=60　　博物学$ccb<=35　　精神分析$ccb<=40　　人類学$ccb<=38　　隠れる$ccb<=40　　機械修理$ccb<=10   クトゥルフ神話$@普通$@笑い$@驚き$@san-$@san--$@泣き$@笑い泣き$,,辜月のN【PC1:禍】,,お幸せに,,彩度低めかわ,,カラーリングが日向ヒナタ,https://picrew.me/image_maker/258346/,163.00
29,Yamamoto_Matoshi.html,,山本間智,やまもと まとし,23,男,機械関係のサラリーマン,#4F4509,11/11,11/11,54/55,0,12,12,11,7,9,10,11,15,ccb<={SAN}　SANチェック$ccb<=55　幸運$ccb<=55　アイデア$ccb<=75　知識$ccb<=80　目星$ccb<=70　聞き耳$ccb<=25　図書館$ccb<=14　回避$ccb<=90　写真術$ccb<=85　機械修理$ccb<=50　隠れる$ccb<=50　忍び歩き$ccb<=50　追跡$ccb<=45　隠す$ccb<=20　言いくるめ$ccb<=0　クトゥルフ神話$@普通$@照れ$@焦り$,,雨降らしの蝶【HO2】,最高に気持ち悪くて好き,これからどうすんだお前は,また見たい！！！！,,,"う…上原…！？
あれ、見間違いか…上原は
あんなキモい感じじゃないもんな…",https://picrew.me/image_maker/451823,161.00
30,Watakori_Ikkai.html,https://lh3.googleusercontent.com/rqMM1vCBD3ZT4EfGzN_lKEZzLTPLpFteyQrnl7s8hovg6n5FBEXcZXWsGFQ186HszUF56IGGpVGULRJR52F-YvVZu90VBQomfwRlo_E=w360-h620-rw-sm-pa-nu-v0,綿古里一介,わたこり いっかい,35,男,運転手,#932C41,1/13,15/15,82/75,0,8,14,15,17,10,11,9,13,ccb<={SAN}　SANチェック$ccb<=75 幸運$ccb<=45 アイデア$ccb<=65 知識$ccb<=72 目星$ccb<=25 聞き耳$ccb<=25 図書館$ccb<=34 回避$ccb<=90 運転$ccb<=57 応急手当$ccb<=76 ナビゲート$ccb<=68 心理学 $ccb<=45 機械修理$ccb<=36 天文学$ccb<=30 英語$@n$@んん$@-$@--,,ＨＩＲＡＥＴＨ【HO2】,,えへ、えへへへへ,,,めっちゃいいい,"向井の波動を感じる
（訳：好き）",https://picrew.me/image_maker/155413,167.00
31,Asami_Chiyoko.html,,浅海千代子,あさみ ちよこ,20,女,体育学部2年生,#B8860B,11/11,10/10,0/50,1d4,15,10,10,10,10,12,15,13,CCB<={SAN} 【SAN値チェック】$CCB<=75 【アイデア】$CCB<=50 【幸運】$CCB<=75 【STR * 5】$CCB<=65 【知識】$CCB<=50 【APP * 5】$CCB<=50 【ショックロール】$CCB<=60 【回避】$CCB<=80 【キック】$CCB<=65 【組み付き】$CCB<=70 【こぶし（パンチ）】$CCB<=60 【投擲】$CCB<=45 【マーシャルアーツ】$CCB<=80 【応急手当】$CCB<=55 【聞き耳】$CCB<=40 【登攀】$CCB<=75 【目星】$CCB<=36 【跳躍】$CCB<=35 【医学】$@n$@TT,https://iachara.com/char/2173835/view,キルキルイキル,,いなくなっちまうのか…お前,,,,,https://picrew.me/image_maker/1263036,160.00
32,Siuh_Ngao_Hisenjis.html,,Siuh・ngao・Hisenjis,シーア・ンガオ・ハイセンジス,13,女,ジャンク屋,#FF5C00,13/13,9/9,44/45,0,7,12,9,13,11,14,14,14,"ccb<={SAN}　SANチェック
$ccb<=45　幸運
$ccb<=70　アイデア
$ccb<=70　知識
$ccb<=75　目星
$ccb<=54　聞き耳
$ccb<=30　図書館
$ccb<=36　回避
$ccb<=85　機械修理
$ccb<=80　キック
$1d6　キックダメージ
$ccb<=45　応急手当
$ccb<=40　コンピュータ
$ccb<=50　生物学
$ccb<=35　鍵開け
$ccb<=30　言いくるめ
$ccb<=25+2　操縦（宇宙艇）
$ccb<=30　博物学
$ccb<={STR*5}　【STR*5】
$ccb<={CON*5}　【CON*5】
$@n
$@oko
$@TT
$@TTTT",,ぼくらのシャングリラ、あの子のほうき星,,いい女になりそう,亀の顔変わる細工誰が作ったんやろ,,,男所帯の女の子すこ,管理人,168.00
33,Sakaki_Hayae.html,,榊隼絵,さかき　はやえ,16,女,私立舞麗慈和学園高等部2年生,#DEEEF6,11/11,16/16,73/80,0,11,11,16,13,17,11,15,17,CCB<=$1d4$CCB<={SAN} SANチェック$RESB(11-対抗値) STR対抗$RESB(13-対抗値) DEX対抗$CCB<=(11*5) STR倍数$CCB<=(11*5) CON倍数$CCB<=(13*5) DEX倍数$CCB<=75 アイデア$CCB<=80 幸運$CCB<=85 知識$CCB<=34 回避$CCB<=72+1 応急手当$1D3 応急手当回復$CCB<=70 聞き耳$CCB<=30 忍び歩き$CCB<=60 精神分析$1D3 SAN回復$CCB<=60+6 図書館$CCB<=60+4 目星$CCB<=48 製作（絵画）$CCB<=77 説得$CCB<=85 母国語（日本語）$CCB<=35 医学$CCB<=5 心理学$CCB<=32 人類学$CCB<=40 薬学$CCB<=70+5 芸術（お嬢様）$CCB<=50 英語$@n$@目つむる$@ふふ$@-$@ぼろぼろ$@笑み$@pa$@TT,,脱獄は乙女の嗜み【HO3】$素晴らしき新年$奪還は乙女の嗜み【HO3】,,がんばれ,,せんぱい〜〜〜！！！！,,,https://picrew.me/image_maker/41305,154.00
34,K.html,https://lh3.googleusercontent.com/lrqxcETDCt1dP1p9vNfBevFpaK2bR5rkqWPgR20f8IbUUwpPvlcerUueZeyM33NuOGX8A9gp_OgzpalvfOZtinEhQoV1yV3ovLXQqjU=w360-h620-rw-sm-pa-nu-v0,K,けい,23,男,カメラマン,Spruce #004F2A,11/11,12/12,60/60,1d4,14,7,12,14,12,14,14,11,ccb<={SAN}　SANチェック$ccb<=60　幸運$ccb<=70　アイデア$ccb<=55　知識$ccb<=40　言いくるめ$ccb<=43　回避$ccb<=65　隠す$ccb<=60　機械修理$ccb<=80　聞き耳$ccb<=51　写真術$ccb<=50　図書館$ccb<=70　英語$ccb<=30　日本語$ccb<=80　目星$ccb<=3　クトゥルフ神話$@n$@--$@へっ$@あははっ$@TT$@不満,,奇奇怪怪同好会,け～くん！なにかんがえてるの！？,楽しかった,,ムードメーカーでバランサー,,若干狂気感じる,https://picrew.me/image_maker/139707,179.50
35,Kotsuuro_Aki.html,https://lh3.googleusercontent.com/bKQ4etJ7qwfYr_K928o5qsObQZKCl1sPH6OSv1yABVV5vdGJxnCh2-_ZzwjSnZXtNAoCnPfNjkLzvaI8neeHYtFq2NA_BfLIuIW-=w240-h240-rw-sm-pa-c-v0,榾洞吾幹,こつうろ　あき,17,男,フリーター　双子（兄）,#F7D281,13/13,10/10,50/50,1d4,14,14,10,7,12,12,15,9,ccb<={SAN} SANチェック$ccb<=50 幸運$ccb<=75 アイデア$ccb<=45 知識$ccb<=63 目星$ccb<=90 聞き耳$ccb<=50 図書館$ccb<=54 回避$ccb<=55 キック(MA:11)$ccb<=62 忍び歩き$ccb<=50 心理学$ccb<=60 応急手当$ccb<=30 精神分析$ccb<=36 博物学,,Oh\ My Baby【HO2】,,後から苦しむ？,,ありがとう、大好き,,目は覚めたか？,,171.00
36,Saisyo_Miren.html,,齊清美蓮,さいしょう　みれん,34,女,清掃員,#D4ACAD,13/13,13/13,65/65,0,10,16,13,16,8,10,13,18,ccb<={SAN} SANチェック$ccb<=65 幸運$ccb<=65 アイデア$ccb<=90 知識$ccb<=90 ナイフ$ccb<=75 心理学$ccb<=60 言いくるめ$ccb<=75 目星$ccb<=80 聞き耳$ccb<=50 図書館$ccb<=60 芸術(清掃)$ccb<=70 応急手当$ccb<=40 精神分析$ccb<=80 日本刀$ccb<=60 回避$ccb<=25 ナビゲート$ccb<=25 隠す$ccb<=64 隠れる$ccb<=21 コンピュータ$1d4　小型ナイフ（ナイフ）$1d4+2　ファイティングナイフ（ナイフ）$1d6+1　脇差（日本刀）$2d8　太刀（日本刀）$$@n$@おこ$@ふーん$@眼鏡だけn$@眼鏡だけおこ$@眼鏡だけふーん$@眼鏡なしn$@眼鏡なしおこ$@眼鏡なしふーん$@戦闘,,サイレン清掃会社【HO2】,,想像と違う人になっちまったぜ,ゴム手袋っていいよね,,,一掃との身長差萌え,上司、創造主、戦犯の合作,149.00
37,Hajime.html,,ハジメ,,27,男,（殺人鬼）,,,,,,,,,,,,,,,,片鱗【HO2】,,,新婚旅行はあの世だね,,,,上司,
38,Kyotake_Momo.html,,夾茸もも,きょうたけ　もも,27,女,事務職,#E62F8B,13/13,13/13,71/65,0,12,15,13,10,7,10,13,10,ccb<=$ccb<={SAN} SANチェック$ccb<=65 幸運$ccb<=65 アイデア$ccb<=50 知識$ccb<=50 目星$ccb<=80 聞き耳$ccb<=25 図書館$ccb<=20 回避$ccb<=65 自動車運転$ccb<=72 言いくるめ$ccb<=64 こぶし$ccb<=47 追跡$ccb<=45 隠す$ccb<=38 コンピュータ$ccb<=30 隠れる$ccb<=1 クトゥルフ神話$@笑$@真顔$@汗$@--$@死$@アヘ,,正しい死体の屠り方【HO2】,,,ほんと可愛いんだから、、、、過去の女は忘れるべきだぜベイビー,,,,上司,151.00
39,Miyamoto_Hiyori.html,https://lh3.googleusercontent.com/175QiOp01cbjgn5BBUDqAQ1I9twmQXWPO1efMMwRPX1cTyvs4pCF4WULktlMaOBRUpHS0I_j4nzemRr2uOaOi3JOuIxjgVuLBslR=w360-h724-rw-sm-pa-nu-v0,宮本一縁,みやもと ひより,20,女,プログラマー・経営の手伝い,#00C2CF,13/13,17/17,82/85,1d4,12,12,17,10,11,14,12,10,CCB<={SAN} 【SAN値チェック】$CCB<=60 【アイデア】$CCB<=85 【幸運】$CCB<=60 【STR * 5】$CCB<=50 【知識】$CCB<=55 【APP * 5】$CCB<=60 【ショックロール】$CCB<=28 【回避】$CCB<=60 【こぶし（パンチ）】$CCB<=10 【マーシャルアーツ】$CCB<=68+8 【聞き耳】$CCB<=50 【図書館】$CCB<=75 【目星】$CCB<=68 【信用】$CCB<=38 【経理】$CCB<=75 【コンピューター】$CCB<=25 【法律】$ccb<=5 クトゥルフ神話$@n$@泣き$@--$@笑$@不満,,ꙮ-多眼のO-【ꙩ一眼のO】,,,,,,不動を見送ってくれてありがとう,"https://picrew.me/image_maker/3595
＋加工",169.00
40,Takara_Tomi.html,,財富,たから　とみ,？,男？,刑事・新型アンドロイド,#7275B6,28/28,12/12,53/60,1d4,14,13,12,16,8,15,17,14,CCB<={SAN} 【SAN値チェック】$CCB<=85 【アイデア】$CCB<=60 【幸運】$CCB<=70 【知識】$CCB<=68 【回避】$CCB<=65 【聞き耳】$CCB<=60 【図書館】$CCB<=75 【目星】$CCB<=70 【キック】$1d6+1d4　キックダメージ　通常$2*1d6+1d4　キックダメージ　MA（25％）$CCB<=50 【組み付き】$CCB<=90 【ショットガン】$2d6+1d4　ショットガン　ダメージ+麻痺効果（麻痺の場合相手の技能値に-20の補正）$CCB<=60 【応急手当】$CCB<=50 【機械修理】$1d3$CCB<=60 【説得】$CCB<=87 【コンピューター】$CCB<=36 【忍び歩き】$CCB<=65 【ショックロール】$@真顔$@にっこり$@おこ$@不満$@おこん～$@SAN-$@にこ$@にこ幸せ$@戦闘真顔$@戦闘にっこり$@戦闘汗$@戦闘きりっ$@戦闘くそ～$@戦闘泣き ,,VOID【HO2】$HO1とHO2が箱に詰められるだけ【HO2】,タ〇ラトミー！？,,こやつ、、、、強い！！(確信,,,ロイドと喋ってるとこ見てぇ〜,線画：だみー、塗り：さんど,180.00
41,Payuta.html,https://lh3.googleusercontent.com/ZsJHH7o5S5IccjjlstoAZ1vz0f4sP3Fw6VBk_iNtLSuMOdYZdyaak5AoRDuX2efVy4f7FzqYQ9LWUWp9RUlbRKHV7ql4Nn6CnCPQ=w360-h620-rw-sm-pa-nu-v0,ぱゆた,ぱゆた,15→18,男,,#FFF200,14/14,13/13,65/65,0,8,14,13,8,4,13,16,19,"1d3$1d4$CCB<={SAN} 【SAN値チェック】
$CCB<=80 【アイデア】
$CCB<=65 【幸運】
$CCB<=95 【知識】
$CCB<=70 【ショックロール】
$CCB<=40 【回避】
$CCB<=82 【こぶし（パンチ）】
$CCB<=52 【頭突き】
$CCB<=50 【応急手当】
$CCB<=55 【聞き耳】
$CCB<=65 【精神分析】
$CCB<=80 【図書館】
$CCB<=70 【目星】
$CCB<=50 【説得】
$CCB<=48 【英語】
$CCB<=70 【医学】
$CCB<=3 【クトゥルフ神話】
$CCB<=65 【心理学】
$CCB<=30 【人類学】
$CCB<=30 【薬学】
$CCB<=40 【歴史】",,誰かが死んでいる【HO4】$トーキョーχスクランブルエッグ,ぱゆた～～～～！,,とりあえず大好きです,,,,管理人,176.00
42,Ribon.html,https://lh3.googleusercontent.com/dqZyqDyaMZXILVJj9cqC2tP44rEARHFraQEKmX5JC92GLTykFwGRl11hNKe0DjfMm_vDueToo4UINm_mcGxgYDiozHOemcmE8xbOuQ=w360-h620-rw-sm-pa-nu-v0,リボン,りぼん,16,男,,#DFF576,13/14,18/18,90/90,0,12,18,18,11,9,9,12,13,ccb<={SAN}　SANチェック$ccb<=88　目星$ccb<=90　聞き耳$ccb<=88　図書館$ccb<=70　天文学$ccb<=72　キック$1d6$ccb<=95　回避$@にこ_眼帯なし$@真顔_眼帯なし$@笑顔_眼帯なし$@眠り_眼帯なし$@san-_眼帯なし$@泣き_眼帯なし$@べ〜_眼帯なし$@むすっ_眼帯なし$@おこ_眼帯なし$−−−−−−−−−−−−−−−−−−−$@にこ_眼帯あり$@真顔_眼帯あり$@笑顔_眼帯あり$@眠り_眼帯あり$@san-_眼帯あり$@泣き_眼帯あり$@べ〜_眼帯あり$@むすっ_眼帯あり$@おこ_眼帯あり,,World End Breakers【人災】,,,,,,,https://picrew.me/image_maker/17569,155.00
43,Nia.html,,ニア,にあ,20~,女,,#F47A55,14/14,12/12,59/60,1d4,12,11,12,6,10,16,9,14,ccb<=$1d5$ccb<={SAN}　SANチェック$1d3$ccb<=70　拳銃$1d10$ccb<=60 幸運$ccb<=45 アイデア$ccb<=70 知識$ccb<=25 図書館$ccb<=62 回避$ccb<=65　聞き耳$ccb<=45　応急手当$ccb<=30　写真術$ccb<=90　目星$ccb<=55　心理学$ccb<=75　言いくるめ$ccb<=20　隠れる$1d3+1d4$1d6+1d4$@n$@w$@oko$@--$@TT$ccb<=19 クトゥルフ神話技能,,My Sweet\ Dirty!【HO2】,,,,,,進撃トーク楽しかった,管理人,178.00
44,Shitan.html,https://lh3.googleusercontent.com/rgeHpiKgPQNaYO41qo1z1Dj2X_9d-MQfMmUwh2SbGrwoHqACvDZShG2UhodRNao9K89H4r1TIid2ny57D4pKkIVySlbkpymPR4KZ=w360-h724-rw-sm-pa-nu-v0,しーたん,,？,女,,#FEF9FB,13/13,13/13,1/65,0,6,11,13,6,18,15,14,13,CCB<={SAN} 【SAN値チェック】$CCB<=70 【アイデア】$CCB<=65 【幸運】$CCB<=65 【知識】$CCB<=55 【ショックロール】$CCB<=50 【回避】$ccb<=80　目星$ccb<=80　聞き耳$ccb<=50　図書館$ccb<=78　こぶし$ccb<=60　隠れる$ccb<=40　説得$ccb<=70　博物学$ccb<=35　生物学$ccb<=25　心理学$ccb<=15　芸術（アイドル）,うさぎのぬいぐるみ：うーちゃん,Good Morning\ ALL【不老不死】,,,,,,,https://picrew.me/image_maker/318008,
45,Kaneura_Mareto.html,https://lh3.googleusercontent.com/ymz4Q1yopIBrCiwQUF87LlyLnUj6feHEGUjKwQB0nsqoTMeQ6nhXjs_U9kt_2HgibAeo7XT7mzyCnu47Q5PMloWkPDiFTwsNkEM6yw=w360-h620-rw-sm-pa-nu-v0,金浦 稀翔,かねうら まれと,26,男,喫茶店員,#E6B422,11/11,12/12,60/60,0,10,12,12,14,12,10,14,15,CCB<={SAN} 【SAN値チェック】$1d3$CCB<=70 【アイデア】$CCB<=60 【幸運】$CCB<=75 【知識】$CCB<=65 【聞き耳】$CCB<=78 【図書館】$CCB<=71 【目星】$CCB<=60 【ショックロール】$CCB<=60 【回避】$CCB<=60 【こぶし（パンチ）】$CCB<=30 【応急手当】$CCB<=80 【鍵開け】$CCB<=62 【隠れる】$CCB<=72 【忍び歩き】$CCB<=65 【跳躍】$CCB<=31 【変装】$CCB<=40 【言いくるめ】$CCB<=22 【コンピューター】,,週末は探偵事務所にて【HO1】,,,,,,,https://picrew.me/image_maker/1453974,159.20
46,Yomo_Komugi.html,https://lh3.googleusercontent.com/14yz7Y2pNDnc-XzXtXk2UsJGqjmDaWItZlvtJonlIrQJCDlhCUfeKBGbKNBlnsgz5s8tjEDejZu1zxh-1pjRTA7Eg6F6Azz8vUI4Fw=w360-h620-rw-sm-pa-nu-v0,四方 胡麦,よも こむぎ,24,男,看護師,#B2D28D,9/9,11/11,55/55,0,8,7,11,8,13,11,16,17,CCB<={SAN} 【SAN値チェック】$1d3$CCB<=80 【アイデア】$CCB<=55 【幸運】$CCB<=85 【知識】$CCB<=35 【ショックロール】$CCB<=32 【回避】$CCB<=75 【キック】$CCB<=85 【応急手当】$CCB<=70 【聞き耳】$CCB<=36 【精神分析】$CCB<=55 【図書館】$CCB<=75 【目星】$CCB<=71 【説得】$CCB<=55 【医学】$CCB<=50 【心理学】$CCB<=55 【薬学】$CCB<=15 【変装】$@n$@w$@pog$@TT,,旅館の捕食者【HO3】,よもくんはかわいい！！！,,,,,かわいさとかっこよさを兼ね備えている…！,https://picrew.me/image_maker/9645,165.00
47,Mikage_Hatori.html,https://lh3.googleusercontent.com/256ou49THZIIS6y6j6fLZL1EttzMBILoqX08Y4a_ms0C_86iYx1fX5AWGkduOqUTglg3Aicg9EQq44uPsdpt1CUWgu2xXVsnDzxC6iQ=w360-h620-rw-sm-pa-nu-v0,史影 織,みかげ はとり,26,女,図書館司書,#E7CEBA,9/9,12/12,60/60,0,7,7,12,9,16,11,11,18,@n$@n顔$@san-$@TT$@TT顔$CCB<={SAN} 【SAN値チェック】$CCB<=55 【アイデア】$CCB<=60 【幸運】$CCB<=90 【知識】$CCB<=35 【ショックロール】$CCB<=36 【回避】$CCB<=70 【こぶし（パンチ）】$CCB<=99 【隠れる】$CCB<=65 【聞き耳】$CCB<=85 【図書館】$CCB<=70 【目星】$CCB<=45 【信用】$CCB<=81 【英語】$CCB<=36 【ラテン語】$CCB<=37 【オカルト】$CCB<=54 【心理学】$CCB<=56 【博物学】$CCB<=70 【歴史】,,裏切り者のワルツ【HO3】,,,,,,,https://picrew.me/image_maker/207297,154.00
48,Nagy_Zaghlul.html,,ナージー・ザグルール,なーじー ざぐるーる,14,男,曲芸師,#DB5F18,12/12,13/13,65/65,1d4,16,12,13,14,17,11,14,9,1d3$1d3+1d4$CCB<={SAN} 【SAN値チェック】$CCB<=68 【聞き耳】$CCB<=72 【目星】$CCB<=70 【アイデア】$CCB<=65 【幸運】$CCB<=45 【知識】$CCB<=60 【ショックロール】$CCB<=50 【回避】$CCB<=57 【こぶし（パンチ）】$CCB<=50 【応急手当】$CCB<=36 【変装】$CCB<=25 【言いくるめ】$CCB<=31 【医学】$CCB<=10 【クトゥルフ神話】$CCB<=80 【芸術(曲芸)】$CCB<=30 【心理学】$CCB<=70  ≪旋風≫$1d8,,不辜のサァカス　ナイフノモツレ【HO2】,,,,,,,創造主,166.00
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
